secondsElapsed,wristMotion_rotationRateX,wristMotion_rotationRateY,wristMotion_rotationRateZ,wristMotion_gravityX,wristMotion_gravityY,wristMotion_gravityZ,wristMotion_accelerationX,wristMotion_accelerationY,wristMotion_accelerationZ,wristMotion_quaternionW,wristMotion_quaternionX,wristMotion_quaternionY,wristMotion_quaternionZ,weight,set,reps,activity,activityEncoded
43.7,-0.062938,0.278811,-0.06985,-0.993848,-0.002494,-0.110722,-0.053545,-0.018319,0.001759,0.600056,0.396768,-0.535924,0.44192,12.0,2.0,16.0,45DBP,33
43.71,-0.094449,0.305295,-0.102372,-0.993517,-0.00326,-0.113635,-0.048185,-0.010061,0.014315,0.601212,0.396082,-0.535071,0.441997,12.0,2.0,16.0,45DBP,33
43.72,-0.097939,0.310154,-0.113004,-0.993159,-0.004254,-0.116687,-0.016667,-0.009067,-0.005688,0.602438,0.39545,-0.534112,0.442055,12.0,2.0,16.0,45DBP,33
43.73,-0.204611,0.33632,-0.091327,-0.992761,-0.005087,-0.119994,0.026697,0.027288,-0.002519,0.603873,0.394501,-0.533265,0.441966,12.0,2.0,16.0,45DBP,33
43.74,0.042932,0.278092,-0.072065,-0.992391,-0.005736,-0.122995,0.043676,0.027358,-0.041709,0.605028,0.39376,-0.532406,0.442084,12.0,2.0,16.0,45DBP,33
43.75,0.065928,0.298285,-0.062856,-0.992032,-0.006474,-0.125819,0.038465,0.026798,-0.008672,0.60577,0.393544,-0.531238,0.442665,12.0,2.0,16.0,45DBP,33
43.76,0.068341,0.284243,-0.058074,-0.991648,-0.007124,-0.128776,0.016047,0.064161,0.006125,0.606601,0.393184,-0.530112,0.443197,12.0,2.0,16.0,45DBP,33
43.77,0.183359,0.259074,-0.029908,-0.991293,-0.007734,-0.131445,0.021933,0.049787,0.002569,0.607138,0.393122,-0.528897,0.443966,12.0,2.0,16.0,45DBP,33
43.78,0.0409,0.223696,-0.030639,-0.990964,-0.008168,-0.133878,0.027234,0.066029,0.033307,0.607629,0.392996,-0.52784,0.444664,12.0,2.0,16.0,45DBP,33
43.79,0.082943,0.131037,-0.049127,-0.990718,-0.008682,-0.135658,0.041972,0.058288,0.036552,0.608097,0.392877,-0.527085,0.445025,12.0,2.0,16.0,45DBP,33
43.8,-0.025974,0.084154,-0.028211,-0.990577,-0.009125,-0.136654,0.05944,0.035844,0.050747,0.608376,0.392872,-0.526616,0.445203,12.0,2.0,16.0,45DBP,33
43.81,-0.045271,0.014458,-0.019287,-0.990519,-0.008907,-0.137083,0.036281,0.048549,0.022978,0.608578,0.392555,-0.526649,0.445168,12.0,2.0,16.0,45DBP,33
43.82,0.077249,-0.015799,-0.0315,-0.990476,-0.008845,-0.137404,0.024137,0.042689,0.013991,0.608607,0.392516,-0.526525,0.445308,12.0,2.0,16.0,45DBP,33
43.83,0.034325,-0.010631,-0.035292,-0.990491,-0.00891,-0.137288,0.021146,0.065154,0.036427,0.608464,0.39271,-0.526436,0.445439,12.0,2.0,16.0,45DBP,33
43.84,0.111876,-0.040376,-0.038642,-0.990542,-0.008551,-0.136945,0.021334,0.081473,0.020001,0.608186,0.392817,-0.526519,0.445626,12.0,2.0,16.0,45DBP,33
43.85,0.205539,-0.072078,-0.025586,-0.990635,-0.00848,-0.136275,0.036579,0.068859,-0.001177,0.607627,0.39338,-0.526417,0.446011,12.0,2.0,16.0,45DBP,33
43.86,0.121804,-0.088421,-0.006514,-0.990789,-0.008179,-0.135165,0.047186,0.075974,0.037249,0.606909,0.39397,-0.526503,0.446368,12.0,2.0,16.0,45DBP,33
43.87,0.162228,-0.11066,-0.009812,-0.990962,-0.007973,-0.133906,0.029613,0.074929,0.049937,0.606244,0.394534,-0.526679,0.446566,12.0,2.0,16.0,45DBP,33
43.88,0.144219,-0.109221,-0.020669,-0.991146,-0.008086,-0.132526,0.004437,0.05252,0.036258,0.605536,0.395307,-0.526754,0.446754,12.0,2.0,16.0,45DBP,33
43.89,0.130817,-0.112516,-0.020985,-0.991314,-0.008082,-0.131268,-0.017826,0.030009,0.050076,0.604917,0.395924,-0.526888,0.446889,12.0,2.0,16.0,45DBP,33
43.9,0.082831,-0.056913,-0.036529,-0.991428,-0.008065,-0.130403,-0.035122,-0.002234,0.055238,0.604438,0.396403,-0.526937,0.447052,12.0,2.0,16.0,45DBP,33
43.91,0.073422,-0.045418,-0.052336,-0.991541,-0.007789,-0.12956,-0.03916,0.009848,0.03198,0.604021,0.396674,-0.527134,0.447145,12.0,2.0,16.0,45DBP,33
43.92,0.079255,-0.048738,-0.029404,-0.991616,-0.007296,-0.129009,0.007394,0.016726,0.027019,0.603603,0.396856,-0.527258,0.447401,12.0,2.0,16.0,45DBP,33
43.93,0.065599,-0.054409,-0.011321,-0.991666,-0.00672,-0.128662,0.032468,0.030905,0.037277,0.603249,0.396936,-0.527362,0.447684,12.0,2.0,16.0,45DBP,33
43.94,0.096104,-0.064242,-0.036915,-0.991788,-0.006041,-0.127749,0.010389,0.020812,0.036563,0.602713,0.397127,-0.527651,0.447897,12.0,2.0,16.0,45DBP,33
43.95,0.156601,-0.048958,-0.060945,-0.99194,-0.005614,-0.126585,-0.018283,-0.004396,0.032804,0.602043,0.397587,-0.527856,0.448147,12.0,2.0,16.0,45DBP,33
43.96,0.120746,-0.061656,-0.037245,-0.992057,-0.005632,-0.125664,-0.02926,-0.019026,0.036248,0.601496,0.39816,-0.52786,0.448368,12.0,2.0,16.0,45DBP,33
43.97,0.036085,-0.022525,-0.032999,-0.992171,-0.005768,-0.124752,-0.03383,-0.027236,0.060024,0.60112,0.398596,-0.527964,0.448364,12.0,2.0,16.0,45DBP,33
43.98,0.101568,-0.024453,-0.051935,-0.992252,-0.006316,-0.12408,-0.048428,-0.021104,0.021129,0.600935,0.399047,-0.527941,0.448238,12.0,2.0,16.0,45DBP,33
43.99,0.174802,-0.04963,-0.037205,-0.992328,-0.006884,-0.123443,-0.014295,-0.018751,0.003417,0.600565,0.399729,-0.527726,0.448378,12.0,2.0,16.0,45DBP,33
44.0,0.129851,-0.054122,-0.028241,-0.992413,-0.007228,-0.122734,0.012647,-0.017263,0.026893,0.600103,0.400394,-0.527558,0.448602,12.0,2.0,16.0,45DBP,33
44.01,0.101723,-0.058271,-0.056214,-0.992514,-0.007456,-0.121901,0.001563,-0.036458,0.016463,0.599686,0.400934,-0.527543,0.448696,12.0,2.0,16.0,45DBP,33
44.02,0.110666,-0.06091,-0.078429,-0.992618,-0.008055,-0.121013,-0.011242,-0.055864,0.007319,0.599353,0.401566,-0.527483,0.448644,12.0,2.0,16.0,45DBP,33
44.03,0.101622,-0.077508,-0.042332,-0.992738,-0.008816,-0.119976,-0.00711,-0.061527,0.013317,0.599012,0.402282,-0.527429,0.448523,12.0,2.0,16.0,45DBP,33
44.04,0.092002,-0.084422,-0.007991,-0.992879,-0.00938,-0.118757,-0.005259,-0.053593,0.040785,0.598588,0.402975,-0.527478,0.448409,12.0,2.0,16.0,45DBP,33
44.05,0.198011,-0.083437,-0.004602,-0.993084,-0.009971,-0.116983,-0.017368,-0.021981,0.041757,0.597923,0.403917,-0.527598,0.448307,12.0,2.0,16.0,45DBP,33
44.06,0.312395,-0.057335,-0.020693,-0.993196,-0.010642,-0.11597,-0.030669,0.001533,0.031299,0.59721,0.405024,-0.527229,0.448692,12.0,2.0,16.0,45DBP,33
44.07,0.368111,-0.022404,-0.045702,-0.993234,-0.011582,-0.115547,-0.041647,-0.005248,0.012916,0.596529,0.406287,-0.526458,0.449363,12.0,2.0,16.0,45DBP,33
44.08,0.337841,0.048191,-0.030279,-0.993243,-0.01263,-0.115362,-0.025845,-0.036579,0.012533,0.595902,0.407559,-0.525561,0.450091,12.0,2.0,16.0,45DBP,33
44.09,0.377464,0.043769,-0.019943,-0.993201,-0.013854,-0.115586,-0.006906,-0.054765,-0.012435,0.595423,0.408782,-0.524503,0.450848,12.0,2.0,16.0,45DBP,33
44.1,0.31243,0.045569,-0.002521,-0.993146,-0.015242,-0.115883,0.010037,-0.059267,0.011741,0.594989,0.410042,-0.523377,0.451585,12.0,2.0,16.0,45DBP,33
44.11,0.188421,0.060849,0.001987,-0.993094,-0.016488,-0.116157,-0.015909,-0.056541,0.049125,0.594749,0.410997,-0.522497,0.452053,12.0,2.0,16.0,45DBP,33
44.12,0.083235,0.086063,-0.019366,-0.993058,-0.017414,-0.116329,-0.065978,-0.064587,0.058788,0.594673,0.411585,-0.521951,0.452248,12.0,2.0,16.0,45DBP,33
44.13,-0.029757,0.13011,-0.037068,-0.992974,-0.017862,-0.116972,-0.109412,-0.064276,0.071927,0.59488,0.411631,-0.521608,0.452332,12.0,2.0,16.0,45DBP,33
44.14,-0.019646,0.164545,-0.05873,-0.992815,-0.01824,-0.118258,-0.131559,-0.059275,0.052157,0.595397,0.411329,-0.521229,0.452362,12.0,2.0,16.0,45DBP,33
44.15,0.165344,0.155468,-0.056433,-0.992626,-0.018895,-0.119734,-0.109119,-0.053661,0.008284,0.59577,0.411352,-0.520502,0.452686,12.0,2.0,16.0,45DBP,33
44.16,0.272572,0.14819,-0.050723,-0.992438,-0.019808,-0.121139,-0.091623,-0.013852,0.01477,0.595832,0.411861,-0.519423,0.45338,12.0,2.0,16.0,45DBP,33
44.17,0.373454,0.123339,-0.076224,-0.99226,-0.020957,-0.122396,-0.1236,0.006888,0.023885,0.595672,0.412733,-0.518125,0.454283,12.0,2.0,16.0,45DBP,33
44.18,0.407748,0.089943,-0.132569,-0.992105,-0.022598,-0.123355,-0.166342,-0.010743,0.040255,0.595386,0.413978,-0.516667,0.455184,12.0,2.0,16.0,45DBP,33
44.19,0.346883,0.053434,-0.182866,-0.991978,-0.024675,-0.123982,-0.202908,-0.043532,0.048604,0.595136,0.415383,-0.515234,0.455855,12.0,2.0,16.0,45DBP,33
44.2,0.205786,-0.012859,-0.209659,-0.991898,-0.027014,-0.124128,-0.213531,-0.082666,0.042707,0.595081,0.416668,-0.514124,0.456008,12.0,2.0,16.0,45DBP,33
44.21,0.101623,-0.10229,-0.216079,-0.991909,-0.029341,-0.123515,-0.216725,-0.111437,0.039256,0.595103,0.41781,-0.513495,0.455642,12.0,2.0,16.0,45DBP,33
44.22,-0.062888,-0.137006,-0.225576,-0.99199,-0.031533,-0.122317,-0.242171,-0.086661,0.063174,0.595251,0.418704,-0.51335,0.454791,12.0,2.0,16.0,45DBP,33
44.23,0.007732,-0.216252,-0.261715,-0.99212,-0.033894,-0.120618,-0.270316,-0.042568,0.036359,0.595471,0.419568,-0.513472,0.453567,12.0,2.0,16.0,45DBP,33
44.24,0.178624,-0.295974,-0.266546,-0.992333,-0.036699,-0.118016,-0.255546,-0.016112,0.004475,0.595194,0.421165,-0.513432,0.452495,12.0,2.0,16.0,45DBP,33
44.25,0.12392,-0.406833,-0.270504,-0.992634,-0.039554,-0.114508,-0.235317,0.022891,0.007575,0.594581,0.423106,-0.513543,0.451362,12.0,2.0,16.0,45DBP,33
44.26,0.15217,-0.468251,-0.306104,-0.993014,-0.042562,-0.110051,-0.246472,-0.007945,0.023518,0.593796,0.425254,-0.513939,0.449924,12.0,2.0,16.0,45DBP,33
44.27,0.16421,-0.516034,-0.367973,-0.993396,-0.046123,-0.105057,-0.281308,-0.063282,0.000687,0.592961,0.427704,-0.514335,0.448248,12.0,2.0,16.0,45DBP,33
44.28,0.156462,-0.550188,-0.363739,-0.993757,-0.049974,-0.099747,-0.271456,-0.096678,-0.010208,0.592068,0.430338,-0.514719,0.446462,12.0,2.0,16.0,45DBP,33
44.29,-0.040464,-0.565741,-0.373941,-0.994111,-0.053691,-0.094133,-0.250594,-0.059712,-0.006988,0.591314,0.432712,-0.515455,0.444313,12.0,2.0,16.0,45DBP,33
44.3,-0.012105,-0.589656,-0.445058,-0.994413,-0.057691,-0.088393,-0.2446,-0.00661,-0.037996,0.590819,0.434909,-0.516389,0.441735,12.0,2.0,16.0,45DBP,33
44.31,0.189971,-0.623404,-0.504052,-0.994642,-0.062534,-0.082323,-0.22571,-0.011547,-0.083113,0.590126,0.437733,-0.516941,0.439219,12.0,2.0,16.0,45DBP,33
44.32,0.33582,-0.643774,-0.510039,-0.994807,-0.067842,-0.075864,-0.215748,-0.028685,-0.084399,0.589013,0.441246,-0.517078,0.43703,12.0,2.0,16.0,45DBP,33
44.33,0.288159,-0.615674,-0.528376,-0.9949,-0.073252,-0.069345,-0.233204,-0.02712,-0.051901,0.587806,0.444909,-0.517091,0.434922,12.0,2.0,16.0,45DBP,33
44.34,0.251478,-0.555302,-0.585064,-0.994858,-0.078999,-0.06338,-0.256805,-0.017894,-0.068289,0.586945,0.448375,-0.516982,0.432649,12.0,2.0,16.0,45DBP,33
44.35,0.361101,-0.542188,-0.619651,-0.994687,-0.085265,-0.057692,-0.232044,-0.023164,-0.115266,0.586172,0.45202,-0.516558,0.430405,12.0,2.0,16.0,45DBP,33
44.36,0.34446,-0.558612,-0.590163,-0.994438,-0.091572,-0.052036,-0.186943,-0.013729,-0.1264,0.585286,0.455814,-0.51596,0.42832,12.0,2.0,16.0,45DBP,33
44.37,0.46036,-0.593922,-0.575707,-0.994162,-0.097615,-0.045978,-0.144968,-0.01263,-0.130521,0.584178,0.459692,-0.515456,0.426292,12.0,2.0,16.0,45DBP,33
44.38,0.578683,-0.547566,-0.593689,-0.993796,-0.103799,-0.039928,-0.148492,-0.046622,-0.126042,0.582793,0.46397,-0.514556,0.424636,12.0,2.0,16.0,45DBP,33
44.39,0.395156,-0.479163,-0.595614,-0.993318,-0.110103,-0.034578,-0.170469,-0.064366,-0.131041,0.581658,0.468071,-0.513439,0.423041,12.0,2.0,16.0,45DBP,33
44.4,0.01471,-0.482562,-0.538598,-0.992811,-0.115939,-0.029748,-0.154024,-0.030729,-0.079642,0.581242,0.471101,-0.51302,0.420752,12.0,2.0,16.0,45DBP,33
44.41,0.061437,-0.415186,-0.493702,-0.99232,-0.121077,-0.025339,-0.140615,-0.012696,-0.064902,0.581172,0.47338,-0.513071,0.418221,12.0,2.0,16.0,45DBP,33
44.42,0.244304,-0.373551,-0.542267,-0.991762,-0.126299,-0.021384,-0.1705,0.001574,-0.149042,0.580901,0.475988,-0.512585,0.416228,12.0,2.0,16.0,45DBP,33
44.43,0.175235,-0.36205,-0.551854,-0.991108,-0.131901,-0.017536,-0.129284,0.055256,-0.145733,0.580627,0.4788,-0.511843,0.414294,12.0,2.0,16.0,45DBP,33
44.44,0.199846,-0.389054,-0.476583,-0.990466,-0.137089,-0.013588,-0.057569,0.034855,-0.099541,0.580305,0.481439,-0.511295,0.412359,12.0,2.0,16.0,45DBP,33
44.45,0.098291,-0.384722,-0.455723,-0.989862,-0.14171,-0.009553,-0.08425,0.002382,-0.088851,0.579898,0.483875,-0.510969,0.410481,12.0,2.0,16.0,45DBP,33
44.46,0.01277,-0.376126,-0.446977,-0.989233,-0.146234,-0.005719,-0.123086,0.005944,-0.050983,0.579755,0.485946,-0.510879,0.408342,12.0,2.0,16.0,45DBP,33
44.47,-0.010063,-0.323909,-0.401799,-0.988612,-0.150467,-0.002327,-0.111638,-0.008972,-0.01931,0.579732,0.487762,-0.510807,0.406294,12.0,2.0,16.0,45DBP,33
44.48,-0.088022,-0.393579,-0.401849,-0.987996,-0.154476,0.001116,-0.108272,0.044048,-0.082201,0.579788,0.489347,-0.510977,0.404088,12.0,2.0,16.0,45DBP,33
44.49,-0.096361,-0.422634,-0.363999,-0.987376,-0.158311,0.005022,-0.041722,0.104997,-0.050081,0.579744,0.490902,-0.511396,0.401728,12.0,2.0,16.0,45DBP,33
44.5,-0.170191,-0.392823,-0.368692,-0.986773,-0.16187,0.008769,-0.023298,0.153203,-0.033641,0.579763,0.492243,-0.511938,0.399363,12.0,2.0,16.0,45DBP,33
44.51,-0.031044,-0.394414,-0.467261,-0.986036,-0.16606,0.012519,-0.039324,0.180739,-0.107032,0.579889,0.493761,-0.512308,0.396824,12.0,2.0,16.0,45DBP,33
44.52,0.366386,-0.331104,-0.509345,-0.985152,-0.17091,0.016264,-0.027955,0.092601,-0.160734,0.57955,0.496212,-0.511767,0.394955,12.0,2.0,16.0,45DBP,33
44.53,0.419499,-0.364913,-0.474118,-0.984219,-0.17577,0.020419,0.006879,0.059666,-0.211596,0.578596,0.499406,-0.510689,0.393722,12.0,2.0,16.0,45DBP,33
44.54,0.300817,-0.402363,-0.392085,-0.983368,-0.179922,0.024794,0.06604,0.085562,-0.090834,0.577592,0.502264,-0.510027,0.392415,12.0,2.0,16.0,45DBP,33
44.55,0.344371,-0.363927,-0.429999,-0.982524,-0.183836,0.029163,-0.008061,0.089384,-0.056629,0.576595,0.504987,-0.509479,0.391096,12.0,2.0,16.0,45DBP,33
44.56,0.302511,-0.267546,-0.488473,-0.981561,-0.188289,0.032923,-0.097387,0.126659,-0.043665,0.575862,0.507728,-0.508599,0.38977,12.0,2.0,16.0,45DBP,33
44.57,0.373185,-0.201808,-0.477961,-0.980553,-0.192969,0.035755,-0.085899,0.123725,-0.055302,0.575394,0.510368,-0.507348,0.388644,12.0,2.0,16.0,45DBP,33
44.58,0.314695,-0.1462,-0.433568,-0.979597,-0.197305,0.038202,-0.030748,0.102365,-0.050852,0.574903,0.512909,-0.50599,0.387796,12.0,2.0,16.0,45DBP,33
44.59,-0.010437,-0.179602,-0.45497,-0.978658,-0.201561,0.040026,-0.002879,0.116753,-0.064013,0.574964,0.514773,-0.504997,0.386527,12.0,2.0,16.0,45DBP,33
44.6,0.01822,-0.187219,-0.480651,-0.977612,-0.20622,0.04182,0.023953,0.062131,-0.013835,0.5755,0.516222,-0.504405,0.384564,12.0,2.0,16.0,45DBP,33
44.61,0.047396,-0.073133,-0.482556,-0.976562,-0.210875,0.043113,-0.029755,-0.014482,-0.056785,0.575929,0.517876,-0.50335,0.383079,12.0,2.0,16.0,45DBP,33
44.62,-0.257322,-0.161643,-0.484422,-0.975465,-0.215713,0.044001,-0.006011,0.107681,-0.076426,0.576892,0.518974,-0.50266,0.381044,12.0,2.0,16.0,45DBP,33
44.63,0.044466,-0.143016,-0.417571,-0.974416,-0.220168,0.04516,0.084615,0.110579,-0.029154,0.577726,0.519998,-0.502178,0.379014,12.0,2.0,16.0,45DBP,33
44.64,0.379861,-0.168432,-0.401915,-0.973446,-0.223997,0.047204,0.06567,0.082334,-0.122338,0.577487,0.521986,-0.501131,0.378029,12.0,2.0,16.0,45DBP,33
44.65,0.371811,-0.206253,-0.425516,-0.972414,-0.227894,0.049758,0.036348,0.157017,-0.088958,0.576845,0.524468,-0.499813,0.37732,12.0,2.0,16.0,45DBP,33
44.66,0.512536,-0.189948,-0.379473,-0.971372,-0.231632,0.052756,0.045316,0.152684,-0.010428,0.575966,0.527113,-0.498528,0.376676,12.0,2.0,16.0,45DBP,33
44.67,0.535073,-0.201122,-0.317363,-0.970469,-0.234699,0.055737,0.0059,0.09824,-0.016384,0.574752,0.529859,-0.49711,0.376552,12.0,2.0,16.0,45DBP,33
44.68,0.538085,-0.163274,-0.281073,-0.969637,-0.23735,0.058898,-0.008054,0.066192,-0.0027,0.573414,0.532526,-0.495848,0.376493,12.0,2.0,16.0,45DBP,33
44.69,0.321882,-0.098595,-0.216913,-0.968973,-0.239502,0.061077,-0.01203,0.024643,0.006412,0.572402,0.534648,-0.494661,0.376586,12.0,2.0,16.0,45DBP,33
44.7,-0.048749,-0.158389,-0.189652,-0.968402,-0.241413,0.062585,0.001972,0.011875,0.02857,0.572142,0.535752,-0.494229,0.375979,12.0,2.0,16.0,45DBP,33
44.71,0.01312,-0.064265,-0.135378,-0.967941,-0.242984,0.063627,0.02861,-0.032803,0.044771,0.572269,0.536239,-0.494228,0.375093,12.0,2.0,16.0,45DBP,33
44.72,0.009609,-0.098694,-0.157718,-0.967551,-0.244351,0.064319,0.007804,0.015103,-0.093387,0.572281,0.536823,-0.493944,0.374613,12.0,2.0,16.0,45DBP,33
44.73,-0.135074,-0.205838,-0.151871,-0.967046,-0.245992,0.065642,0.089682,0.153157,-0.047546,0.572436,0.537266,-0.494132,0.373492,12.0,2.0,16.0,45DBP,33
44.74,0.223585,-0.112513,-0.108402,-0.966627,-0.24721,0.067228,0.104399,0.127443,-0.009992,0.572213,0.537953,-0.494187,0.372772,12.0,2.0,16.0,45DBP,33
44.75,0.459822,-0.239669,-0.158818,-0.966181,-0.248277,0.069659,0.041117,0.106812,-0.111056,0.571125,0.539585,-0.493637,0.372809,12.0,2.0,16.0,45DBP,33
44.76,0.68977,-0.117218,-0.063759,-0.965738,-0.249038,0.073003,0.047663,0.078674,0.055751,0.569287,0.541921,-0.492771,0.373377,12.0,2.0,16.0,45DBP,33
44.77,0.47241,-0.088005,-0.010113,-0.965612,-0.248862,0.075244,-0.035487,0.055686,0.026013,0.567517,0.543844,-0.491789,0.37457,12.0,2.0,16.0,45DBP,33
44.78,0.545076,-0.107496,-0.031842,-0.96547,-0.248763,0.077358,-0.025359,0.067107,0.010761,0.566061,0.545407,-0.491132,0.375361,12.0,2.0,16.0,45DBP,33
44.79,0.713787,0.00819,0.042383,-0.965441,-0.248238,0.079378,0.014346,-0.017417,-0.027941,0.56415,0.547356,-0.48999,0.376889,12.0,2.0,16.0,45DBP,33
44.8,0.454907,-0.085669,0.073508,-0.965581,-0.247177,0.080973,0.049657,0.045074,-0.093302,0.562396,0.54888,-0.489099,0.37845,12.0,2.0,16.0,45DBP,33
44.81,0.614409,-0.136182,0.114075,-0.96569,-0.245944,0.083391,0.106865,0.06473,-0.059679,0.560549,0.550323,-0.488713,0.379591,12.0,2.0,16.0,45DBP,33
44.82,0.481175,-0.12504,0.188534,-0.965987,-0.243946,0.085786,0.076308,0.011829,-0.021256,0.558385,0.551785,-0.488289,0.3812,12.0,2.0,16.0,45DBP,33
44.83,0.212749,-0.095654,0.207066,-0.966351,-0.24181,0.087712,0.01965,0.063633,0.051937,0.55687,0.552401,-0.488578,0.382151,12.0,2.0,16.0,45DBP,33
44.84,0.295272,0.033609,0.204345,-0.966864,-0.239543,0.088276,-0.054712,-0.020009,0.021953,0.555757,0.552606,-0.488636,0.3834,12.0,2.0,16.0,45DBP,33
44.85,0.040678,-0.017453,0.200329,-0.967347,-0.237527,0.088435,-0.031158,-0.012565,-0.027476,0.554987,0.552548,-0.488783,0.384411,12.0,2.0,16.0,45DBP,33
44.86,0.176416,0.045863,0.303865,-0.967959,-0.235029,0.088405,0.066379,-0.001253,0.040257,0.554334,0.552119,-0.489251,0.385372,12.0,2.0,16.0,45DBP,33
44.87,0.222012,0.000489,0.347085,-0.968778,-0.231631,0.088405,0.071745,0.01462,-0.110042,0.553211,0.551824,-0.489584,0.386982,12.0,2.0,16.0,45DBP,33
44.88,0.261189,-0.079401,0.360134,-0.969541,-0.228072,0.089294,0.15788,0.100753,-0.054657,0.551852,0.551637,-0.490248,0.388346,12.0,2.0,16.0,45DBP,33
44.89,0.380997,-0.057363,0.376661,-0.970348,-0.224179,0.09038,0.139232,0.069271,-0.049808,0.550127,0.551714,-0.490716,0.39009,12.0,2.0,16.0,45DBP,33
44.9,0.583537,-0.056016,0.417692,-0.971149,-0.219991,0.092047,0.102482,0.038411,-0.040259,0.547932,0.552157,-0.491066,0.392105,12.0,2.0,16.0,45DBP,33
44.91,0.564855,0.088531,0.518407,-0.972201,-0.214839,0.093111,0.048983,-0.011006,0.034147,0.545383,0.552615,-0.491093,0.394971,12.0,2.0,16.0,45DBP,33
44.92,0.291247,0.156807,0.495672,-0.97342,-0.209459,0.09263,0.012895,0.043825,-0.032388,0.543588,0.552175,-0.491343,0.39774,12.0,2.0,16.0,45DBP,33
44.93,0.432412,0.125559,0.423067,-0.974502,-0.204712,0.09186,0.121139,0.048904,-0.094072,0.5421,0.551694,-0.491491,0.400247,12.0,2.0,16.0,45DBP,33
44.94,0.526705,0.046456,0.449315,-0.975454,-0.200068,0.091987,0.234625,0.003032,-0.111076,0.540081,0.551812,-0.491424,0.402888,12.0,2.0,16.0,45DBP,33
44.95,0.372917,0.045926,0.496116,-0.976441,-0.19499,0.092417,0.237565,0.001753,-0.054529,0.538005,0.551737,-0.491726,0.405392,12.0,2.0,16.0,45DBP,33
44.96,0.293929,0.007534,0.451731,-0.977398,-0.189991,0.092718,0.142819,0.018161,-0.102438,0.5362,0.551374,-0.492287,0.40759,12.0,2.0,16.0,45DBP,33
44.97,0.464563,0.041572,0.452678,-0.978234,-0.185349,0.093296,0.134621,0.008179,-0.061741,0.534368,0.55119,-0.492786,0.409637,12.0,2.0,16.0,45DBP,33
44.98,0.572425,0.063703,0.546377,-0.979216,-0.179909,0.093641,0.13394,-0.079963,-0.054213,0.531936,0.551334,-0.4928,0.412581,12.0,2.0,16.0,45DBP,33
44.99,0.002584,-0.04319,0.587452,-0.980243,-0.174028,0.094011,0.141803,0.006899,0.02191,0.529997,0.550652,-0.493749,0.414846,12.0,2.0,16.0,45DBP,33
45.0,0.259305,0.07405,0.617054,-0.981269,-0.168047,0.094187,0.108726,0.017855,0.048391,0.528559,0.549332,-0.495306,0.416572,12.0,2.0,16.0,45DBP,33
45.01,0.48619,0.20644,0.579903,-0.98243,-0.161664,0.093254,0.043343,-0.067981,-0.140755,0.526499,0.548631,-0.495611,0.419728,12.0,2.0,16.0,45DBP,33
45.02,0.223883,0.096238,0.549827,-0.983441,-0.155894,0.092414,0.14996,0.043605,-0.113532,0.524743,0.547858,-0.496042,0.422419,12.0,2.0,16.0,45DBP,33
45.03,0.527921,0.173389,0.619646,-0.98447,-0.149772,0.091583,0.228199,-0.004662,-0.062317,0.522841,0.547063,-0.496501,0.425259,12.0,2.0,16.0,45DBP,33
45.04,0.506115,0.045188,0.639737,-0.98549,-0.143105,0.09127,0.179689,-0.050651,-0.138344,0.520288,0.546697,-0.496747,0.428562,12.0,2.0,16.0,45DBP,33
45.05,0.543378,0.207974,0.784424,-0.986584,-0.13565,0.090836,0.149838,-0.065858,0.038573,0.517649,0.546019,-0.497274,0.431997,12.0,2.0,16.0,45DBP,33
45.06,0.218618,0.173849,0.822164,-0.987838,-0.127223,0.089393,0.03691,-0.072865,-0.036888,0.515247,0.544627,-0.498075,0.435688,12.0,2.0,16.0,45DBP,33
45.07,0.166953,0.194615,0.861283,-0.989018,-0.118847,0.087862,0.102741,-0.001393,0.076384,0.513501,0.542493,-0.499632,0.438618,12.0,2.0,16.0,45DBP,33
45.08,0.480762,0.206172,0.834406,-0.990196,-0.110021,0.086062,0.086983,-0.093959,-0.044528,0.511162,0.540805,-0.500561,0.44236,12.0,2.0,16.0,45DBP,33
45.09,0.143834,0.133427,0.855298,-0.991201,-0.10154,0.084911,0.156469,-0.042351,-0.031291,0.508865,0.539177,-0.50174,0.445646,12.0,2.0,16.0,45DBP,33
45.1,0.25673,0.119005,0.924719,-0.992205,-0.092422,0.083588,0.178622,-0.053956,0.017395,0.506719,0.537047,-0.503363,0.448823,12.0,2.0,16.0,45DBP,33
45.11,0.160662,0.114442,0.882068,-0.993071,-0.083312,0.082884,0.117033,-0.037995,-0.042372,0.504348,0.535114,-0.505069,0.451875,12.0,2.0,16.0,45DBP,33
45.12,0.266852,0.265073,0.870719,-0.993935,-0.074325,0.081052,0.120308,-0.062196,0.018252,0.502265,0.532964,-0.506434,0.455197,12.0,2.0,16.0,45DBP,33
45.13,-0.008929,0.113537,0.802356,-0.994685,-0.065927,0.079087,0.148341,-0.06095,-0.078537,0.500506,0.530739,-0.507798,0.458203,12.0,2.0,16.0,45DBP,33
45.14,0.008781,0.084318,0.936651,-0.995273,-0.057398,0.078344,0.247622,-0.077459,0.051631,0.498821,0.528283,-0.509989,0.46044,12.0,2.0,16.0,45DBP,33
45.15,0.15512,0.144247,0.970638,-0.99589,-0.047584,0.077056,0.165248,-0.166161,0.006257,0.496591,0.52578,-0.511941,0.46354,12.0,2.0,16.0,45DBP,33
